Date,Open,High,Low,Close,Volume,Market Cap,Average (High + Low / 2)
Apr 08 2018,6919.98,7111.56,6919.98,7023.52,3652500000,117392000000,7015.77
Apr 07 2018,6630.51,7050.54,6630.51,6911.09,3976610000,112467000000,6840.52
Apr 06 2018,6815.96,6857.49,6575.00,6636.32,3766810000,115601000000,6716.24
Apr 05 2018,6848.65,6933.82,6644.80,6811.47,5639320000,116142000000,6789.31
Apr 04 2018,7456.41,7469.88,6803.88,6853.84,4936000000,126434000000,7136.88
Apr 03 2018,7102.26,7530.94,7072.49,7456.11,5499700000,120415000000,7301.72
Apr 02 2018,6844.86,7135.47,6816.58,7083.80,4333440000,116037000000,6976.02
Apr 01 2018,7003.06,7060.95,6526.87,6844.23,4532100000,118705000000,6793.91
Mar 31 2018,6892.48,7207.85,6863.52,6973.53,4553270000,116820000000,7035.69
Mar 30 2018,7171.45,7276.66,6683.93,6890.52,6289510000,121534000000,6980.30
Mar 29 2018,7979.07,7994.33,7081.38,7165.70,6361230000,135205000000,7537.85
Mar 28 2018,7836.83,8122.89,7809.17,7954.48,4935290000,132781000000,7966.03
Mar 27 2018,8200.00,8232.78,7797.28,7833.04,5378250000,138919000000,8015.03
Mar 26 2018,8498.47,8530.08,7921.43,8209.40,5921040000,143960000000,8225.76
Mar 25 2018,8612.81,8682.01,8449.10,8495.78,4569880000,145882000000,8565.56
Mar 24 2018,8901.95,8996.18,8665.70,8668.12,5664600000,150762000000,8830.94
Mar 23 2018,8736.25,8879.62,8360.62,8879.62,5954120000,147941000000,8620.12
Mar 22 2018,8939.44,9100.71,8564.90,8728.47,5530390000,151366000000,8832.81
Mar 21 2018,8937.48,9177.37,8846.33,8929.28,6043130000,151316000000,9011.85
Mar 20 2018,8619.67,9051.02,8389.89,8913.47,6361790000,145922000000,8720.45
Mar 19 2018,8344.12,8675.87,8182.40,8630.65,6729110000,141240000000,8429.14
Mar 18 2018,7890.52,8245.51,7397.99,8223.68,6639190000,133547000000,7821.75
Mar 17 2018,8321.91,8346.53,7812.82,7916.88,4426150000,140834000000,8079.68
Mar 16 2018,8322.91,8585.15,8005.31,8338.35,5289380000,140834000000,8295.23
Mar 15 2018,8290.76,8428.35,7783.05,8300.86,6834430000,140275000000,8105.70
Mar 14 2018,9214.65,9355.85,8068.59,8269.81,6438230000,155891000000,8712.22
Mar 13 2018,9173.04,9470.38,8958.19,9194.85,5991140000,155168000000,9214.28
Mar 12 2018,9602.93,9937.50,8956.43,9205.12,6457400000,162421000000,9446.97
Mar 11 2018,8852.78,9711.89,8607.12,9578.63,6296370000,149716000000,9159.51
Mar 10 2018,9350.59,9531.32,8828.47,8866.00,5386320000,158119000000,9179.90
Mar 09 2018,9414.69,9466.35,8513.03,9337.55,8704190000,159185000000,8989.69
Mar 08 2018,9951.44,10147.40,9335.87,9395.01,7186090000,168241000000,9741.64
Mar 07 2018,10803.90,10929.50,9692.12,9965.57,8797910000,182631000000,10310.81
Mar 06 2018,11500.10,11500.10,10694.30,10779.90,6832170000,194378000000,11097.20
Mar 05 2018,11532.40,11704.10,11443.90,11573.30,6468540000,194903000000,11574.00
Mar 04 2018,11497.40,11512.60,11136.10,11512.60,6084150000,194289000000,11324.35
Mar 03 2018,11101.90,11528.20,11002.40,11489.70,6690570000,187581000000,11265.30
Mar 02 2018,10977.40,11189.00,10850.10,11086.40,7620590000,185456000000,11019.55
Mar 01 2018,10385.00,11052.30,10352.70,10951.00,7317280000,175427000000,10702.50
Feb 28 2018,10687.20,11089.80,10393.10,10397.90,6936190000,180510000000,10741.45
Feb 27 2018,10393.90,10878.50,10246.10,10725.60,6966180000,175536000000,10562.30
Feb 26 2018,9669.43,10475.00,9501.73,10366.70,7287690000,163283000000,9988.36
Feb 25 2018,9796.42,9923.22,9407.06,9664.73,5706940000,165407000000,9665.14
Feb 24 2018,10287.70,10597.20,9546.97,9813.07,6917930000,173682000000,10072.08
Feb 23 2018,9937.07,10487.30,9734.56,10301.10,7739500000,167746000000,10110.93
Feb 22 2018,10660.40,11039.10,9939.09,10005.00,8040080000,179936000000,10489.10
Feb 21 2018,11372.20,11418.50,10479.10,10690.40,9405340000,191927000000,10948.80
Feb 20 2018,11231.80,11958.50,11231.80,11403.70,9926540000,189536000000,11595.15
Feb 19 2018,10552.60,11273.80,10513.20,11225.30,7652090000,178055000000,10893.50
Feb 18 2018,11123.40,11349.80,10326.00,10551.80,8744010000,187663000000,10837.90
Feb 17 2018,10207.50,11139.50,10149.40,11112.70,8660880000,172191000000,10644.45
Feb 16 2018,10135.70,10324.10,9824.82,10233.90,7296160000,170960000000,10074.46
Feb 15 2018,9488.32,10234.80,9395.58,10166.40,9062540000,160025000000,9815.19
Feb 14 2018,8599.92,9518.54,8599.92,9494.63,7909820000,145023000000,9059.23
Feb 13 2018,8926.72,8958.47,8455.41,8598.31,5696720000,150516000000,8706.94
Feb 12 2018,8141.43,8985.92,8141.43,8926.57,6256440000,137258000000,8563.67
Feb 11 2018,8616.13,8616.13,7931.10,8129.97,6122190000,145245000000,8273.61
Feb 10 2018,8720.08,9122.55,8295.47,8621.90,7780960000,146981000000,8709.01
Feb 09 2018,8271.84,8736.98,7884.71,8736.98,6784820000,139412000000,8310.84
Feb 08 2018,7637.86,8558.77,7637.86,8265.59,9346750000,128714000000,8098.32
Feb 07 2018,7755.49,8509.11,7236.79,7621.30,9169280000,130683000000,7872.95
Feb 06 2018,7051.75,7850.70,6048.26,7754.00,13999800000,118810000000,6949.48
Feb 05 2018,8270.54,8364.84,6756.68,6955.27,9285290000,139325000000,7560.76
Feb 04 2018,9175.70,9334.87,8031.22,8277.01,7073550000,154553000000,8683.05
Feb 03 2018,8852.12,9430.75,8251.63,9174.91,7263790000,149085000000,8841.19
Feb 02 2018,9142.28,9142.28,7796.49,8830.75,12726900000,153953000000,8469.39
Feb 01 2018,10237.30,10288.80,8812.28,9170.54,9959400000,172372000000,9550.54
Jan 31 2018,10108.20,10381.60,9777.42,10221.10,8041160000,170183000000,10079.51
Jan 30 2018,11306.80,11307.20,10036.20,10106.30,8637860000,190339000000,10671.70
Jan 29 2018,11755.50,11875.60,11179.20,11296.40,7107360000,197871000000,11527.40
Jan 28 2018,11475.30,12040.30,11475.30,11786.30,8350360000,193133000000,11757.80
Jan 27 2018,11174.90,11614.90,10989.20,11440.70,7583270000,188054000000,11302.05
Jan 26 2018,11256.00,11656.70,10470.30,11171.40,9746200000,189398000000,11063.50
Jan 25 2018,11421.70,11785.70,11057.40,11259.40,8873170000,192163000000,11421.55
Jan 24 2018,10903.40,11501.40,10639.80,11359.40,9940990000,183419000000,11070.60
Jan 23 2018,10944.50,11377.60,10129.70,10868.40,9660610000,184087000000,10753.65
Jan 22 2018,11633.10,11966.40,10240.20,10931.40,10537400000,195645000000,11103.30
Jan 21 2018,12889.20,12895.90,11288.20,11600.10,9935180000,216740000000,12092.05
Jan 20 2018,11656.20,13103.00,11656.20,12899.20,11801700000,195979000000,12379.60
Jan 19 2018,11429.80,11992.80,11172.10,11607.40,10740400000,192150000000,11582.45
Jan 18 2018,11198.80,12107.30,10942.50,11474.90,15020400000,188242000000,11524.90
Jan 17 2018,11431.10,11678.00,9402.29,11188.60,18830600000,192123000000,10540.15
Jan 16 2018,13836.10,13843.10,10194.90,11490.50,18853800000,232517000000,12019.00
Jan 15 2018,13767.30,14445.50,13641.70,13819.80,12750800000,231334000000,14043.60
Jan 14 2018,14370.80,14511.80,13268.00,13772.00,11084100000,241447000000,13889.90
Jan 13 2018,13952.40,14659.50,13952.40,14360.20,12763600000,234391000000,14305.95
Jan 12 2018,13453.90,14229.90,13158.10,13980.60,12065700000,225986000000,13694.00
Jan 11 2018,14968.20,15018.80,13105.90,13405.80,16534100000,251387000000,14062.35
Jan 10 2018,14588.50,14973.30,13691.20,14973.30,18500800000,244981000000,14332.25
Jan 09 2018,15123.70,15497.50,14424.00,14595.40,16660000000,253935000000,14960.75
Jan 08 2018,16476.20,16537.90,14208.20,15170.10,18413900000,276612000000,15373.05
Jan 07 2018,17527.30,17579.60,16087.70,16477.60,15866000000,294222000000,16833.65
Jan 06 2018,17462.10,17712.40,16764.60,17527.00,18314600000,293091000000,17238.50
Jan 05 2018,15477.20,17705.20,15202.80,17429.50,23840900000,259748000000,16454.00
Jan 04 2018,15270.70,15739.70,14522.20,15599.20,21783200000,256250000000,15130.95
Jan 03 2018,14978.20,15572.80,14844.50,15201.00,16871900000,251312000000,15208.65
Jan 02 2018,13625.00,15444.60,13163.60,14982.10,16846600000,228579000000,14304.10
Jan 01 2018,14112.20,14112.20,13154.70,13657.20,10291200000,236725000000,13633.45
